Hospital Name,Homepage URL,MRF Link,MRF File Type,Link Status,HTTP Code,Detected From,Notes
Oceans Behavioral Hospital Abilene,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Oceans Behavioral Hospital Amarillo,https://oceanshealthcare.com/resources/financial-guidance/,https://oceanshealthcare.com/wp-content/uploads/2026/06/842731735_Oceans-Behavioral-Hospital-of-Amarillo_standardcharges.csv,csv,OK,200,cms-hpt.txt@oceanshealthcare.com,matched 'Oceans Behavioral Hospital of Amarillo'
Oceans Behavioral Hospital Corpus Christi,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Oceans Behavioral Hospital Katy,https://oceanshealthcare.com/resources/financial-guidance/,https://oceanshealthcare.com/wp-content/uploads/2026/06/465107782_Oceans-Behavioral-Hospital-of-Katy_standardcharges.csv,csv,OK,200,cms-hpt.txt@oceanshealthcare.com,matched 'Oceans Behavioral Hospital of Katy'
Oceans Behavioral Hospital Longview,https://www.longviewregional.com/pricing-information,https://www.longviewregional.com/Uploads/Public/Documents/charge-masters/621762420_Longview_standardcharges.csv,csv,NOT_FOUND,404,url-extension,cms-hpt.txt had 1 records; no name-verified match (closest unaccepted: Longview Regional Medical Center; tried-verify: none passed gate)
Oceans Behavioral Hospital Lubbock,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Oceans Behavioral Hospital Lufkin,https://oceanshealthcare.com/resources/financial-guidance/,https://oceanshealthcare.com/wp-content/uploads/2026/06/464156313_Oceans-Behavioral-Hospital-of-Lufkin_standardcharges.csv,csv,OK,200,cms-hpt.txt@oceanshealthcare.com,matched 'Oceans Behavioral Hospital of Lufkin'
Oceans Behavioral Hospital Permian Basin,https://oceanshealthcare.com/resources/financial-guidance/,https://oceanshealthcare.com/wp-content/uploads/2026/06/465107782_Oceans-Behavioral-Hospital-of-Katy_standardcharges.csv,csv,OK,200,page-crawl@oceanshealthcare.com,found on oceanshealthcare.com
Oceans Behavioral Hospital Waco,https://oceanshealthcare.com/resources/financial-guidance/,https://oceanshealthcare.com/wp-content/uploads/2026/06/832499322_Oceans-Behavioral-Hospital-of-Waco_standardcharges.csv,csv,OK,200,cms-hpt.txt@oceanshealthcare.com,matched 'Oceans Behavioral Hospital of Waco'
Oceans Behavioral Hospital of Pasadena,https://oceanshealthcare.com/resources/financial-guidance/,https://oceanshealthcare.com/wp-content/uploads/2026/06/832345940_Oceans-Behavioral-Hospital-of-Pasadena_standardcharges.csv,csv,OK,200,cms-hpt.txt@oceanshealthcare.com,matched 'Oceans Behavioral Hospital of Pasadena'
Ochiltree General Hospital,,https://secure.claraprice.net/price-transparency/LOMV-1774906742396/machine-readable/751211903_ochiltree-general-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@ochiltreehospital.com,lenient matched 'Ochiltree General Hospital'
Odessa Regional Medical Center,https://www.odessaregional.com,https://www.odessaregional.com/wp-content/uploads/2026/04/621795574_OdessaTexasHospitalCompany_standardcharges_TX.csv,csv,OK,200,url-extension,
Olney Hamilton Hospital,,https://secure.claraprice.net/price-transparency/RVEE-1663859827002/machine-readable/756001727_olney-hamilton-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@olneyhamiltonhospital.com,lenient matched 'Olney Hamilton Hospital'
Otto Kaiser Memorial Hospital,,https://app.box.com/shared/static/975c4l216mwp1gfmjthalopzs6lqvq51.csv,csv,OK,200,cms-hpt.txt@okmh.org,lenient matched 'Otto Kaiser Memorial Hospital'
PAM Health Rehabilitation Hospital of Allen,https://pamhealth.com/facilities/find-facility/rehabilitation-hospitals/pam-rehabilitation-hospital-allen,https://sthpiprd.blob.core.windows.net/machine-readable-files/11144/462071012_post-acute-medical-at-allen-llc_standardcharges.csv,csv,OK,200,cms-hpt.txt@pamhealth.com,matched 'PAM Rehabilitation Hospital of Allen'
PAM Health Rehabilitation Hospital of Beaumont,https://pamhealth.com/facilities/find-facility/rehabilitation-hospitals/pam-rehabilitation-hospital-beaumont,https://sthpiprd.blob.core.windows.net/machine-readable-files/11145/611781734_pam-squared-at-beaumont-llc_standardcharges.csv,csv,OK,200,cms-hpt.txt@pamhealth.com,matched 'PAM Rehabilitation Hospital of Beaumont'
PAM Health Rehabilitation Hospital of Clear Lake,https://www.neuropsychiatrichospitals.net/pricing-transparency/,https://www.neuropsychiatrichospitals.net/wp-content/uploads/2022/04/NPH-Price-Tranparency-Pricing.xlsx,xlsx,OK,200,url-extension,
PAM Health Rehabilitation Hospital of El Paso,,https://sthpiprd.blob.core.windows.net/machine-readable-files/9707/814567893_cobalt-rehabilitation-hospital-el-paso-llc_standardcharges.csv,csv,OK,200,brand:pamhealth.com,matched 'PAM Health Rehabilitation Hospital of El Paso'
PAM Health Rehabilitation Hospital of Houston Heights,,https://sthpiprd.blob.core.windows.net/machine-readable-files/11148/830567637_curahealth-houston-heights-llc_standardcharges.csv,csv,OK,200,brand:pamhealth.com,matched 'PAM Health Rehabilitation Hospital of Houston Heig'
PAM Health Rehabilitation Hospital of Kyle,https://pamhealth.com/hospitals/pam-health-rehabilitation-hospital-of-kyle/,https://sthpiprd.blob.core.windows.net/machine-readable-files/11141/800919670_warm-springs-rehabilitation-hospital-of-kyle-llc_standardcharges.csv,csv,OK,200,url-extension,
PAM Health Rehabilitation Hospital of Round Rock,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/742781812_round-rock-medical-center_standardcharges.csv,csv,OK,200,url-extension,
PAM Health Specialty Hospital of Corpus Christi Bayfront,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
PAM Health Specialty Hospital of Corpus Christi North,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
PAM Health Specialty Hospital of Luling,https://pamhealth.com/hospitals/pam-health-specialty-and-rehabilitation-hospital-of-luling/,https://sthpiprd.blob.core.windows.net/machine-readable-files/10988/383743549_post-acute-medical-at-luling-llc_standardcharges.csv,csv,OK,200,url-extension,
PAM Health Specialty Hospital of San Antonio,https://pamhealth.com/facilities/find-facility/specialty-hospitals/pam-specialty-hospital-san-antonio-south-campus,https://sthpiprd.blob.core.windows.net/machine-readable-files/11035/842809028_pam-specialty-hospital-of-san-antonio-llc_standardcharges.csv,csv,OK,200,cms-hpt.txt@pamhealth.com,matched 'Specialty Hospital of San Antonio Medical Center South'
PAM Health Specialty Hospital of San Antonio Medical Center,https://pamhealth.com/facilities/find-facility/specialty-hospitals/pam-specialty-hospital-san-antonio-south-campus,https://sthpiprd.blob.core.windows.net/machine-readable-files/11035/842809028_pam-specialty-hospital-of-san-antonio-llc_standardcharges.csv,csv,OK,200,cms-hpt.txt@pamhealth.com,matched 'Specialty Hospital of San Antonio Medical Center South'
PAM Health Specialty Hospital of Texarkana,https://pamhealth.com/hospitals/pam-health-specialty-hospital-of-texarkana/,https://sthpiprd.blob.core.windows.net/machine-readable-files/10991/471646382_pam-squared-at-texarkana-llc_standardcharges.csv,csv,OK,200,url-extension,
PAM Health Specialty Hospital of Victoria North,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Victoria-North,https://sthpiprd.blob.core.windows.net/machine-readable-files/10993/383743547_post-acute-medical-at-victoria-llc_standardcharges.csv,csv,OK,200,cms-hpt.txt@pamhealth.com,matched 'PAM Specialty Hospital of Victoria North'
PAM Health Specialty and Rehabilitation Hospital of New Braunfels,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-New-Braunfels,,,NOT_FOUND,,,cms-hpt.txt had 66 records; no name-verified match (closest unaccepted: PAM Specialty Hospital of New Braunfels; tried-verify: none passed gate)
PAM Health Warm Springs Rehabilitation Hospital Northeast San Antonio,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-San-Antonio,,,NOT_FOUND,,,cms-hpt.txt had 66 records; no name-verified match (closest unaccepted: Warm Springs Rehabilitation Hospital of ; tried-verify: none passed gate)
PAM Health Warm Springs Rehabilitation Hospital of San Antonio,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-San-Antonio,,,NOT_FOUND,,,cms-hpt.txt had 66 records; no name-verified match (closest unaccepted: Warm Springs Rehabilitation Hospital of ; tried-verify: none passed gate)
PAM Health Warm Springs Rehabilitation Hospital of Westover Hills,https://pamhealth.com/hospitals/pam-health-warm-springs-rehabilitation-hospital-of-westover-hills/,https://sthpiprd.blob.core.windows.net/machine-readable-files/11039/383743546_post-acute-medical-at-san-antonio-llc_standardcharges.csv,csv,OK,200,url-extension,
PAM Rehabilitation Hospital of Victoria,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Victoria-South,https://sthpiprd.blob.core.windows.net/machine-readable-files/10995/455130510_warm-springs-rehabilitation-hospital-of-victoria-llc_standardcharges.csv,csv,OK,200,cms-hpt.txt@pamhealth.com,matched 'PAM Rehabilitation Hospital of Victoria'
PAM Voyages Behavioral Health of Conroe,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
PAM Voyages of Sugar Land,https://pamhealth.com/hospitals/pam-voyages-behavioral-health-of-sugar-land/,,,NOT_FOUND,,,cms-hpt.txt had 66 records; no name-verified match (closest unaccepted: Voyages of Sugar Land; tried-verify: none passed gate)
Palacios Community Medical Center,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: palacioshospital.net,palacioshub.org)"
Palestine Regional Medical Center,https://www.palestineregional.com/,https://hospitalpricedisclosure.com/download.aspx?pi=yOw81aK5LfnYa4nc0wQifw*-*,json,OK,200,cms-hpt.txt@www.palestineregional.com,matched 'Palestine Regional Medical Center'
Palestine Regional West Campus,https://www.palestineregional.com/,https://hospitalpricedisclosure.com/download.aspx?pi=isrMqhUs7BhocHnUDZZv8A*-*,json,OK,200,cms-hpt.txt@www.palestineregional.com,matched 'Palestine Regional West Campus'
Palms Behavioral Health,,,,NOT_FOUND,,,demoted: free-crawl match was wrong org/city (471119399_strategic-bh-brownsv)
Palo Pinto General Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Pampa Regional Medical Center,https://www.prmctx.com/patients-visitors/price-transparency/,https://prmctx.com/wp-content/uploads/2026/04/455125687_PampaRegionalMedicalCenter_StandardCharges.JSON,json,OK,200,cms-hpt.txt@www.prmctx.com,matched 'Pampa Regional Medical Center'
Panhandle Surgical Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Paris Regional Health,https://parisregionalmedical.com/hospital-charges-listing,https://parisregionalmedical.com/sites/paris/assets/uploads/33-1073948_PARIS_REGIONAL_MEDICAL_CENTER_StandardCharges.zip,zip,OK,200,url-extension,
Parkland Hospital,https://www.parklandhealth.org/home,https://www.parklandhealth.org/Uploads/Public/Documents/PDFs/Reports-Discolures/2026/price%20transparency/756004221_parkland-health_standardcharges_052926.zip,zip,OK,200,cms-hpt.txt@www.parklandhealth.org,matched 'Parkland Health'
Parkview Hospital,https://www.parkviewregional.com/,https://hospitalpricedisclosure.com/download.aspx?pi=Sr85DkJmpPQdPNFr96h9tw*-*,json,OK,200,cms-hpt.txt@www.parkviewregional.com,matched 'Parkview Regional Hospital'
Parkview Regional Hospital,https://www.parkviewregional.com/,https://hospitalpricedisclosure.com/download.aspx?pi=Sr85DkJmpPQdPNFr96h9tw*-*,json,OK,200,cms-hpt.txt@www.parkviewregional.com,matched 'Parkview Regional Hospital'
Parmer Medical Center,https://parmermedicalcenter.com,https://machine-readable-files.com/parmer-medical-center/750703337_Parmer-County-Community-Hospital-Inc_standardcharges.csv,csv,OK,200,page-crawl@parmermedicalcenter.com,found on parmermedicalcenter.com
Patients Emergency Room & Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Pecos County Memorial Hospital,,https://secure.claraprice.net/price-transparency/DJBC-1682097829390/machine-readable/746002963_pecos-county-tx_standardcharges.json,json,OK,200,cms-hpt.txt@pcmhfs.com,lenient matched 'Pecos County Memorial Hospital'
Perimeter Behavioral Hospital of Arlington,https://www.perimeterhealthcare.com/arlington-what-to-expect,https://assets.speakcdn.com/assets/2789/standard_charges_arlington_.xlsx,xlsx,OK,200,url-extension,
Perimeter Behavioral Hospital of Dallas,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
Permian Regional Medical Center,,https://sthpiprd.blob.core.windows.net/machine-readable-files/7829/751997880_andrews-county-hospital-district_standardcharges.csv,csv,OK,200,cms-hpt.txt@permianregional.com,lenient matched 'Permian Regional Medical Center'
Peterson Regional Medical Center,https://www.petersonhealth.com/patients-visitors/commitment-pricing-transparency/peterson-chargemaster/,https://sthpiprd.blob.core.windows.net/machine-readable-files/11782/742557820_sid-peterson-memorial-hospital_standardcharges.csv,csv,OK,200,cms-hpt.txt@www.petersonhealth.com,matched 'Peterson Regional Medical Center'
Premier Specialty Hospital of El Paso,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Quail Creek Surgical Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Rankin County Hospital District,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Reagan Memorial Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Red River Hospital,https://www.redriverhospital.com,https://www.redriverhospital.com/wp-content/uploads/pricing/2026/212/35-2351651_Red-River-Hospital-LLC_standardcharges.csv,csv,OK,200,url-extension,
Reeves Regional Health,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Refugio County Memorial Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Refugio_V2.aspx,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbRCMHREFUGIOTX&type=CDMWithoutLabel,csv,OK,200,content-type,
Resolute Baptist Hospital,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: resolutehealth.com)
Reunion Rehabilitation Hospital Arlington,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Reunion Rehabilitation Hospital Plano,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
